0.00569145 0.951976 -0.00505914 0.306078 0.0608956 0.754828 -0.0924016 -0.646521 0.228204 0.336301 0.563436 -0.71928 -0.673462 0.258701 0.669486 
0.00570636 0.951986 -0.00499976 0.306047 0.0601313 0.754773 -0.0903555 -0.646945 0.227981 0.336405 0.563405 -0.719327 -0.670111 0.264601 0.671224 
0.00572375 0.951996 -0.00492239 0.306018 0.0598052 0.754784 -0.0892154 -0.64712 0.227295 0.336986 0.56343 -0.719252 -0.668282 0.262037 0.675777 
0.00573834 0.952002 -0.00483959 0.305999 0.0600369 0.754751 -0.0885803 -0.647225 0.227185 0.337443 0.563182 -0.719267 -0.667323 0.260649 0.671773 
0.00576014 0.952009 -0.00479008 0.305977 0.0600822 0.754731 -0.0879878 -0.647325 0.227224 0.337959 0.562872 -0.719256 -0.666807 0.264979 0.671746 
0.00575384 0.952008 -0.00478212 0.30598 0.0598886 0.754701 -0.087141 -0.647493 0.227185 0.338447 0.562733 -0.719147 -0.670105 0.266959 0.67372 
0.00575665 0.952013 -0.00481109 0.305966 0.059557 0.754431 -0.0868078 -0.647882 0.2269 0.339071 0.56223 -0.719336 -0.671506 0.266807 0.671451 
0.005754 0.952025 -0.00484632 0.305927 0.059557 0.754431 -0.0868078 -0.647882 0.22667 0.339256 0.562224 -0.719326 -0.668397 0.272928 0.674442 
0.005754 0.952025 -0.00484632 0.305927 0.0600875 0.754519 -0.0862871 -0.6478 0.226542 0.339702 0.562346 -0.719061 -0.666263 0.27126 0.670699 
0.00571806 0.952071 -0.00491669 0.305785 0.0601404 0.754595 -0.0859354 -0.647753 0.226506 0.340028 0.562178 -0.719049 -0.67128 0.265835 0.671459 
0.00570089 0.952098 -0.00495641 0.3057 0.0601594 0.754629 -0.0857458 -0.647737 0.226466 0.340186 0.561547 -0.71948 -0.662297 0.268679 0.673256 
0.00565686 0.952227 -0.00500972 0.305297 0.058638 0.754267 -0.0851609 -0.648376 0.224524 0.344109 0.558508 -0.720588 -0.659856 0.27681 0.673465 
0.00565686 0.952227 -0.00500972 0.305297 0.058638 0.754267 -0.0851609 -0.648376 0.224524 0.344109 0.558508 -0.720588 -0.659856 0.27681 0.673465 
0.0056472 0.952268 -0.00508475 0.305169 0.0578678 0.753851 -0.0851264 -0.648933 0.224057 0.344935 0.557843 -0.720854 -0.663369 0.280261 0.674673 
0.0056472 0.952268 -0.00508475 0.305169 0.0569053 0.753556 -0.0852567 -0.649343 0.223526 0.34605 0.556875 -0.721232 -0.670458 0.28394 0.681133 
0.00562656 0.95228 -0.00515935 0.305132 0.0561276 0.753238 -0.0851171 -0.649798 0.222883 0.347105 0.556199 -0.721446 -0.675874 0.282481 0.677591 
0.00564338 0.952273 -0.00516558 0.305153 0.0574182 0.753373 -0.0858316 -0.649434 0.220842 0.349018 0.555171 -0.721942 -0.667406 0.292221 0.662503 
0.00565484 0.952269 -0.00516108 0.305164 0.0574182 0.753373 -0.0858316 -0.649434 0.220264 0.349631 0.554139 -0.722614 -0.644818 0.293754 0.673693 
0.00566774 0.952287 -0.0050708 0.305108 0.0568527 0.753642 -0.0856908 -0.649191 0.219521 0.351058 0.553573 -0.722583 -0.639085 0.298484 0.670682 
0.0056892 0.952291 -0.0049855 0.305098 0.0570666 0.754004 -0.0886418 -0.648355 0.217961 0.354236 0.552684 -0.722184 -0.660963 0.2967 0.658996 
0.0056892 0.952291 -0.0049855 0.305098 0.0563453 0.753975 -0.0893294 -0.648358 0.217961 0.354236 0.552684 -0.722184 -0.660963 0.2967 0.658996 
0.0057792 0.952274 -0.00483748 0.305152 0.0557323 0.75373 -0.0896579 -0.648649 0.216164 0.357527 0.551023 -0.722372 -0.652693 0.309621 0.675538 
0.00580337 0.952262 -0.00478996 0.30519 0.0547852 0.753535 -0.0894189 -0.64899 0.214928 0.35932 0.550849 -0.721983 -0.654075 0.32004 0.653096 
0.00583425 0.952256 -0.0047422 0.305207 0.0543093 0.753722 -0.0887658 -0.648902 0.213565 0.361263 0.550785 -0.721467 -0.673688 0.304593 0.667649 
0.0058659 0.952251 -0.00467764 0.305224 0.0543093 0.753722 -0.0887658 -0.648902 0.212633 0.3624 0.549617 -0.722063 -0.647582 0.322107 0.671714 
0.0058659 0.952251 -0.00467764 0.305224 0.0540359 0.75373 -0.0887232 -0.648921 0.21221 0.363993 0.54839 -0.722319 -0.639895 0.314347 0.674583 
0.0058741 0.952265 -0.00468519 0.305179 0.0524852 0.753744 -0.088259 -0.649097 0.211497 0.365732 0.546602 -0.723005 -0.641326 0.311064 0.672084 
0.00587104 0.952285 -0.00468675 0.305118 0.0513404 0.753699 -0.0881683 -0.649253 0.209186 0.36973 0.542929 -0.724409 -0.629831 0.337934 0.686538 
0.00587301 0.952305 -0.00470379 0.305054 0.0501909 0.753126 -0.0879965 -0.65003 0.207829 0.37223 0.540781 -0.725126 -0.619647 0.339169 0.683078 
0.00584246 0.952335 -0.00472873 0.304962 0.0489606 0.752424 -0.0878463 -0.650957 0.205842 0.37554 0.538797 -0.725463 -0.626318 0.335421 0.686579 
0.00580442 0.95236 -0.00476366 0.304884 0.0461773 0.751053 -0.0868061 -0.65288 0.203284 0.37949 0.535692 -0.726428 -0.630239 0.353118 0.698988 
0.00572952 0.952387 -0.00482479 0.304801 0.0450221 0.750171 -0.0861083 -0.654066 0.200345 0.383459 0.53246 -0.727535 -0.623041 0.368722 0.70445 
0.00572952 0.952387 -0.00482479 0.304801 0.0444328 0.748946 -0.084851 -0.655672 0.196831 0.388244 0.528066 -0.729157 -0.619219 0.378822 0.712191 
0.00557897 0.952452 -0.00557717 0.304588 0.0780386 0.747215 -0.0453114 -0.658427 0.169856 0.415288 0.475021 -0.756994 -0.651817 0.571819 0.533989 
0.00553166 0.952444 -0.00570155 0.30461 0.0910349 0.752838 -0.0590587 -0.6492 0.160378 0.419715 0.472297 -0.758323 -0.647235 0.601932 0.530286 
0.00551079 0.952448 -0.005781 0.304596 0.0858616 0.757968 -0.0720778 -0.642586 0.139286 0.423701 0.464919 -0.764806 -0.588917 0.607836 0.40476 
0.00552187 0.952454 -0.00585831 0.304577 0.0736248 0.764555 -0.0802081 -0.635296 0.114615 0.428983 0.45996 -0.768944 -0.639159 0.639692 0.414254 
0.0054681 0.95246 -0.00597575 0.304555 0.0187916 0.776812 -0.0714591 -0.625382 0.0929563 0.430705 0.459272 -0.771311 -0.696327 0.682631 0.288968 
0.00548288 0.95246 -0.00598192 0.304556 0.0187916 0.776812 -0.0714591 -0.625382 0.0697557 0.429241 0.446955 -0.78174 -0.662402 0.672666 0.314885 
0.00544615 0.952452 -0.00603286 0.30458 -0.0156136 0.780466 -0.0715329 -0.620896 0.0456527 0.428302 0.421832 -0.797829 -0.61677 0.663287 0.354189 
0.00543821 0.952434 -0.00607775 0.304637 -0.0163034 0.778075 -0.0746081 -0.623511 0.043888 0.428998 0.416547 -0.800327 -0.620806 0.648595 0.369341 
0.00601074 0.952338 -0.00532046 0.30494 -0.0112169 0.776677 -0.0845852 -0.624094 0.0455851 0.4298 0.412891 -0.801695 -0.630081 0.638148 0.429147 
0.00648655 0.940075 -0.00947141 0.340774 0.0489738 0.783101 -0.116993 -0.608824 0.053407 0.437611 0.417885 -0.794365 -0.639861 0.550442 0.547283 
-0.0259146 0.950435 -0.0231301 0.308976 0.0515935 0.784809 -0.117954 -0.606218 0.0605424 0.438021 0.421837 -0.791534 -0.647101 0.519219 0.461038 
-0.0334073 0.95638 0.00824331 0.290091 0.0539639 0.786438 -0.118425 -0.603803 0.0636361 0.436919 0.423779 -0.790863 -0.635185 0.491618 0.438703 
0.227153 0.904873 0.333197 0.136329 0.054479 0.793937 -0.115107 -0.594513 0.0656411 0.432677 0.431408 -0.788903 -0.666453 0.501965 0.469577 
0.319848 0.835825 0.444353 -0.0405399 0.055396 0.796709 -0.10734 -0.592169 0.0710224 0.41743 0.450947 -0.785719 -0.666627 0.528188 0.562341 
0.365893 0.756293 0.493212 -0.225576 0.0598801 0.80341 -0.101886 -0.583581 0.0751122 0.412205 0.455035 -0.78574 -0.643369 0.454016 0.569806 
0.404688 0.673062 0.500992 -0.363624 0.0617992 0.836651 -0.0848386 -0.537586 0.0784463 0.409264 0.461588 -0.783126 -0.652686 0.446469 0.607232 
0.360468 0.62591 0.509649 -0.467502 0.0617992 0.836651 -0.0848386 -0.537586 0.0741286 0.410724 0.473912 -0.775383 -0.628123 0.444199 0.568719 
0.387571 0.543613 0.519938 -0.532859 0.0674542 0.862787 -0.071935 -0.495857 0.0628822 0.417439 0.491343 -0.761822 -0.693677 0.495944 0.537776 
0.409766 0.503341 0.518823 -0.556383 0.0931807 0.915908 -0.0262995 -0.389537 0.00665144 0.444092 0.529196 -0.722973 -0.818748 0.490855 0.434499 
0.407196 0.492883 0.496199 -0.587405 0.0952123 0.932616 -0.00429792 -0.348056 -0.0238987 0.457239 0.539487 -0.706622 -0.796609 0.386936 0.424332 
0.390189 0.477897 0.477538 -0.62556 0.0854713 0.948362 0.0244546 -0.304478 -0.0354949 0.466536 0.536992 -0.701942 -0.830437 0.342419 0.373683 
0.390189 0.477897 0.477538 -0.62556 0.076799 0.960857 0.0459406 -0.262194 -0.0564019 0.474746 0.537333 -0.694772 -0.840207 0.296062 0.354356 
0.365554 0.469595 0.481603 -0.643358 0.0288544 0.968784 0.100213 -0.224907 -0.103764 0.493024 0.53463 -0.678477 -0.824775 0.197614 0.300896 
0.365554 0.469595 0.481603 -0.643358 0.014973 0.971228 0.107788 -0.211836 -0.103764 0.493024 0.53463 -0.678477 -0.824775 0.197614 0.300896 
0.371052 0.464805 0.481487 -0.643776 0.014973 0.971228 0.107788 -0.211836 -0.120354 0.50114 0.531261 -0.67241 -0.841332 0.201233 0.311314 
0.394479 0.448022 0.465772 -0.653238 -0.00727074 0.9781 0.103455 -0.180457 -0.128976 0.507738 0.52721 -0.669042 -0.83427 0.242399 0.306543 
0.423106 0.433182 0.453669 -0.653849 -0.0201898 0.980471 0.0981886 -0.169198 -0.136976 0.515657 0.52726 -0.661312 -0.846555 0.270074 0.314807 
0.4414 0.419289 0.446589 -0.655684 -0.0302961 0.981881 0.0932415 -0.162166 -0.136976 0.515657 0.52726 -0.661312 -0.846555 0.270074 0.314807 
0.449273 0.40988 0.44197 -0.659406 -0.0250327 0.983169 0.0876945 -0.158309 -0.140565 0.516096 0.540719 -0.649237 -0.858866 0.326459 0.334422 
0.447601 0.408939 0.440714 -0.661962 -0.0211888 0.982914 0.0847097 -0.162034 -0.141324 0.515015 0.552445 -0.639994 -0.886269 0.324779 0.336265 
0.452403 0.401374 0.446326 -0.659563 -0.0230316 0.982162 0.0846359 -0.166328 -0.141647 0.513745 0.556519 -0.637408 -0.872519 0.32578 0.361219 
0.450628 0.410175 0.436999 -0.661607 -0.0239009 0.981397 0.0859369 -0.170012 -0.141212 0.512491 0.560021 -0.635444 -0.884462 0.333863 0.360078 
0.450675 0.413647 0.443938 -0.654758 -0.0228248 0.98067 0.0886725 -0.172924 -0.139712 0.510987 0.562845 -0.634491 -0.880778 0.337715 0.377912 
0.456979 0.403628 0.450478 -0.652169 -0.0191636 0.980283 0.0895562 -0.175095 -0.1404 0.510396 0.562667 -0.634973 -0.859333 0.339856 0.384819 
0.460833 0.400135 0.453029 -0.649838 -0.0146609 0.981435 0.0793902 -0.173976 -0.142361 0.510635 0.56147 -0.635403 -0.852193 0.336322 0.371576 
0.455727 0.397547 0.45969 -0.65035 -0.0136276 0.981895 0.0757671 -0.173075 -0.143198 0.511343 0.56016 -0.635802 -0.843117 0.324701 0.372723 
0.457112 0.396167 0.458108 -0.651335 -0.012743 0.982059 0.0739724 -0.17299 -0.143798 0.512649 0.557724 -0.636755 -0.831267 0.326865 0.368765 
0.457112 0.396167 0.458108 -0.651335 -0.0124137 0.981922 0.0735601 -0.173968 -0.143862 0.513875 0.556215 -0.637072 -0.812284 0.309575 0.36248 
0.458121 0.393878 0.455727 -0.653681 -0.0134355 0.981848 0.0729566 -0.174561 -0.141138 0.516559 0.555849 -0.635829 -0.830146 0.311934 0.388223 
